"age","monthsSinceM","pregnancies","children","sons","literacy","ageMarried_15_18","ageMarried_18_20","ageMarried_20_22","ageMarried_22_25","ageMarried_25_30","ageMarried_30_plus","region_10_20k","region_20k_plus","region_lisbon","region_lt10k","region_porto"
34,106,4,4,1,1,0,0,0,0,1,0,0,0,0,1,0
34,140,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0
28,103,4,4,2,1,0,0,1,0,0,0,0,0,0,1,0
49,270,5,5,3,1,0,0,0,0,1,0,0,0,0,1,0
23,36,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
34,157,4,4,2,1,0,0,1,0,0,0,0,0,0,1,0
22,28,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0
37,166,5,5,1,1,0,0,0,1,0,0,0,0,0,1,0
20,8,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
30,113,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
36,189,6,6,2,1,0,0,1,0,0,0,0,0,0,1,0
25,20,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0
18,15,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
38,204,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
41,202,4,4,3,0,0,0,0,1,0,0,0,0,0,1,0
48,281,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0
31,177,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0
44,292,2,2,1,0,0,0,1,0,0,0,0,0,0,1,0
33,90,3,3,3,1,0,0,0,0,1,0,0,0,0,1,0
29,116,3,3,2,1,0,0,1,0,0,0,0,0,0,1,0
24,44,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
39,228,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
28,130,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
45,233,6,6,4,1,0,0,0,0,1,0,0,0,0,1,0
29,138,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0
25,53,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0
30,52,2,1,0,1,0,0,0,0,1,0,0,0,0,1,0
27,72,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
41,251,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0
39,198,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
23,19,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
29,78,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
42,188,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0
30,88,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
39,162,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
34,183,4,4,1,1,0,1,0,0,0,0,0,0,0,1,0
34,132,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
29,32,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
25,17,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
48,328,11,11,3,1,0,0,1,0,0,0,0,0,0,1,0
26,79,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
29,56,2,2,1,1,0,0,0,0,1,0,0,0,0,1,0
43,86,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
19,14,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
21,13,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
40,198,5,5,2,1,0,0,0,1,0,0,0,0,0,1,0
35,140,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0
28,67,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
34,153,3,3,1,1,0,0,1,0,0,0,0,0,0,1,0
28,60,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
46,164,4,4,2,1,0,1,0,0,0,0,0,0,0,1,0
25,48,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
49,320,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
37,221,4,5,1,0,0,1,0,0,0,0,0,0,0,1,0
38,262,6,6,3,1,1,0,0,0,0,0,0,0,0,1,0
29,91,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0
32,92,2,2,1,1,0,0,0,0,1,0,0,0,0,1,0
32,161,3,3,1,1,0,1,0,0,0,0,0,0,0,1,0
27,92,4,4,0,1,0,1,0,0,0,0,0,0,0,1,0
16,5,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
43,255,4,4,3,0,0,0,0,1,0,0,0,0,0,1,0
43,235,8,8,4,0,0,0,0,1,0,0,0,0,0,1,0
39,191,7,7,4,1,0,0,0,1,0,0,0,0,0,1,0
39,213,8,8,3,1,0,0,0,1,0,0,0,0,0,1,0
22,15,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
48,297,6,6,3,1,0,0,0,1,0,0,0,0,0,1,0
27,94,2,2,2,1,0,1,0,0,0,0,0,0,0,1,0
39,186,4,4,3,1,0,0,0,1,0,0,0,0,0,1,0
36,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
33,96,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
20,14,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
38,235,9,9,5,1,0,1,0,0,0,0,0,0,0,1,0
36,187,6,6,5,1,0,0,1,0,0,0,0,0,0,1,0
37,199,4,4,2,0,0,0,1,0,0,0,0,0,0,1,0
40,283,13,13,4,1,1,0,0,0,0,0,0,0,0,1,0
32,159,4,4,3,1,0,1,0,0,0,0,0,0,0,1,0
38,116,2,2,1,1,0,0,0,0,1,0,0,0,0,1,0
21,4,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
33,83,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0
44,274,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0
29,112,5,5,1,1,0,0,1,0,0,0,0,0,0,1,0
29,142,3,3,1,1,1,0,0,0,0,0,0,0,0,1,0
28,78,3,3,2,1,0,0,0,1,0,0,0,0,0,1,0
48,355,16,17,6,0,0,1,0,0,0,0,0,0,0,1,0
24,87,2,3,0,1,1,0,0,0,0,0,0,0,0,1,0
31,97,3,3,2,1,0,0,0,1,0,0,0,0,0,1,0
48,318,8,8,2,1,0,0,0,1,0,0,0,0,0,1,0
20,16,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
42,252,5,5,4,1,0,0,1,0,0,0,0,0,0,1,0
26,83,2,2,0,1,0,1,0,0,0,0,0,0,0,1,0
39,249,12,13,6,0,0,1,0,0,0,0,0,0,0,1,0
28,108,3,3,2,1,0,1,0,0,0,0,0,0,0,1,0
22,4,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
23,46,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
26,19,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
22,11,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0
25,74,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
44,286,8,8,4,0,0,0,1,0,0,0,0,0,0,1,0
42,208,2,2,1,1,0,0,0,0,1,0,0,0,0,1,0
31,115,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
26,27,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
40,168,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0
21,45,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
43,269,3,3,3,1,0,0,1,0,0,0,0,0,0,1,0
31,170,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0
40,152,4,4,2,1,0,0,0,0,1,0,0,0,0,1,0
46,334,2,2,1,0,0,1,0,0,0,0,0,0,0,1,0
39,282,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0
40,261,2,2,2,1,0,1,0,0,0,0,0,0,0,1,0
43,188,7,7,1,1,0,0,1,0,0,0,0,0,0,1,0
18,10,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0
19,33,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
26,51,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
22,34,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0
34,139,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0
31,110,2,2,2,1,0,0,0,1,0,0,1,0,0,0,0
33,118,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0
49,305,4,4,2,0,0,0,0,1,0,0,1,0,0,0,0
34,196,3,3,0,1,0,1,0,0,0,0,1,0,0,0,0
29,101,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0
27,28,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0
26,101,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0
44,291,3,3,1,1,0,0,1,0,0,0,1,0,0,0,0
39,159,3,3,1,1,0,0,0,0,1,0,1,0,0,0,0
32,125,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0
39,163,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
34,37,2,2,0,1,0,0,0,0,0,1,1,0,0,0,0
31,166,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0
28,70,2,1,1,1,0,0,0,1,0,0,0,1,0,0,0
33,82,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0
25,49,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0
34,126,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0
47,352,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0
43,260,3,3,3,0,0,0,1,0,0,0,0,1,0,0,0
44,257,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0
26,67,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
22,75,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0
34,129,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0
36,208,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0
49,348,10,10,4,1,0,0,1,0,0,0,0,1,0,0,0
28,156,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
46,231,3,4,4,1,0,0,0,0,1,0,0,1,0,0,0
39,192,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0
35,165,3,3,2,1,0,0,1,0,0,0,0,1,0,0,0
49,375,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0
23,99,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0
33,28,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
48,247,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0
44,196,2,2,2,0,0,0,0,0,1,0,0,1,0,0,0
33,119,3,3,2,1,0,0,0,1,0,0,0,0,0,1,0
33,63,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0
26,39,1,2,2,1,0,0,0,1,0,0,0,0,0,1,0
37,85,2,2,0,1,0,0,0,0,0,1,0,0,0,1,0
23,26,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
49,345,10,11,5,0,0,0,1,0,0,0,0,0,0,1,0
32,100,3,3,1,1,0,0,0,1,0,0,0,0,0,1,0
28,42,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0
32,164,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0
20,10,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
49,314,4,4,3,1,0,0,0,1,0,0,0,0,0,1,0
22,48,2,1,1,1,0,1,0,0,0,0,0,0,0,1,0
22,34,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0
22,53,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
28,68,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0
46,221,5,5,2,1,0,0,0,0,1,0,0,0,0,1,0
49,330,12,12,9,0,0,0,1,0,0,0,0,0,0,1,0
39,165,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
42,250,5,5,1,1,0,0,1,0,0,0,0,0,0,1,0
35,114,4,4,3,1,0,0,0,0,1,0,0,0,0,1,0
40,249,6,6,4,1,0,0,1,0,0,0,0,0,0,1,0
43,199,6,7,4,0,0,0,0,0,1,0,0,0,0,1,0
42,209,5,5,1,1,0,0,0,0,1,0,0,0,0,1,0
38,215,11,10,6,0,0,0,1,0,0,0,0,0,0,1,0
48,301,8,9,6,0,0,0,0,1,0,0,0,0,0,1,0
28,29,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
29,110,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
29,101,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
22,24,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
24,37,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
30,71,3,2,2,1,0,0,0,1,0,0,0,0,0,1,0
46,323,8,8,3,1,0,1,0,0,0,0,0,0,0,1,0
47,258,11,11,7,1,0,0,0,0,1,0,0,0,0,1,0
32,24,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
35,189,9,8,4,1,0,1,0,0,0,0,0,0,0,1,0
48,351,7,7,3,1,0,1,0,0,0,0,0,0,0,1,0
48,140,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0
43,199,3,3,2,1,0,0,0,0,1,0,0,0,0,1,0
46,251,5,5,2,0,0,0,0,0,1,0,0,0,0,1,0
36,114,4,4,3,1,0,0,0,0,1,0,0,0,0,1,0
28,16,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
38,51,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
36,168,6,6,3,1,0,0,0,1,0,0,0,0,0,1,0
49,283,9,9,5,0,0,0,0,0,1,0,0,0,0,1,0
37,145,2,2,2,1,0,0,0,0,1,0,0,0,0,1,0
44,225,5,5,4,1,0,0,0,0,1,0,0,0,0,1,0
43,234,6,6,3,1,0,0,0,1,0,0,0,0,0,1,0
22,44,2,2,2,1,0,1,0,0,0,0,0,0,0,1,0
33,94,2,2,2,1,0,0,0,0,1,0,0,0,0,1,0
43,270,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0
17,8,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
42,239,3,3,2,1,0,0,0,1,0,0,0,0,0,1,0
28,69,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0
34,11,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
32,54,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
48,311,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1
29,19,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
22,57,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
39,175,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1
45,350,9,9,2,1,1,0,0,0,0,0,0,0,0,0,1
21,6,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1
48,192,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1
44,154,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
31,38,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
41,271,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
26,63,2,2,2,1,0,0,1,0,0,0,0,0,0,0,1
33,29,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
20,14,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
47,329,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
29,101,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1
32,124,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
42,219,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
26,48,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
22,44,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1
44,261,2,2,2,0,0,0,0,1,0,0,0,0,0,0,1
48,278,4,4,3,1,0,0,0,0,1,0,0,0,0,0,1
44,218,3,3,1,1,0,0,0,0,1,0,0,0,0,0,1
28,89,3,2,1,1,0,0,1,0,0,0,0,0,0,0,1
31,116,2,2,2,1,0,0,1,0,0,0,0,0,0,0,1
44,193,6,6,2,0,0,0,0,0,1,0,0,0,0,0,1
36,65,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
28,62,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1
30,113,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1
45,239,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1
38,144,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
39,186,2,2,1,0,0,0,0,1,0,0,0,0,0,0,1
45,226,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1
44,230,1,2,2,1,0,0,0,1,0,0,0,0,0,0,1
43,217,3,3,1,1,0,0,1,0,0,0,0,0,0,0,1
38,166,2,2,2,1,0,0,0,1,0,0,0,0,0,0,1
30,158,3,3,2,1,1,0,0,0,0,0,0,0,0,0,1
26,11,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
26,140,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1
29,125,2,2,0,1,0,1,0,0,0,0,0,0,0,0,1
21,35,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
42,209,3,3,3,1,0,0,0,0,1,0,0,0,0,0,1
25,65,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
35,134,3,2,0,1,0,0,0,1,0,0,0,0,0,0,1
36,212,4,4,1,1,0,1,0,0,0,0,0,0,0,0,1
36,150,4,4,3,1,0,0,1,0,0,0,0,0,0,0,1
30,106,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1
38,144,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
26,6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
45,265,5,5,1,0,0,0,0,1,0,0,0,0,0,0,1
42,243,3,3,1,0,0,0,0,1,0,0,0,0,0,0,1
39,238,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1
49,129,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
44,177,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1
46,239,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1
47,313,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1
36,143,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1
33,170,3,3,2,1,0,1,0,0,0,0,0,0,0,0,1
28,35,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
28,76,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1
47,298,3,3,2,1,0,0,0,1,0,0,0,0,0,0,1
29,97,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
37,123,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1
32,174,3,3,0,1,0,1,0,0,0,0,0,0,0,0,1
45,251,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
44,197,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
25,42,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
30,35,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1
39,208,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
40,238,3,3,1,1,0,0,1,0,0,0,0,0,0,0,1
35,184,4,4,2,1,0,1,0,0,0,0,0,0,0,0,1
30,91,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
40,144,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1
43,231,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
25,51,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1
25,122,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
29,64,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
44,140,3,3,1,1,0,0,0,0,0,1,0,0,0,0,1
39,222,4,4,3,1,0,0,1,0,0,0,0,0,0,0,1
41,270,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
34,84,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1
44,207,5,5,3,0,0,0,0,0,1,0,0,0,0,0,1
25,59,2,2,2,1,0,0,1,0,0,0,0,0,0,0,1
24,42,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1
31,16,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
49,338,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1
26,60,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
35,83,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1
42,267,4,4,3,1,0,0,1,0,0,0,0,0,0,0,1
26,35,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
30,109,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
42,218,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
17,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
35,129,2,2,2,1,0,0,0,1,0,0,0,0,0,0,1
36,190,3,3,2,1,0,0,1,0,0,0,0,0,0,0,1
47,347,3,3,2,1,0,1,0,0,0,0,0,0,0,0,1
33,129,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
31,167,4,4,3,1,1,0,0,0,0,0,0,0,0,0,1
33,147,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
30,91,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1
37,135,2,2,2,1,0,0,0,0,1,0,0,0,0,0,1
25,83,2,2,2,1,0,1,0,0,0,0,0,0,0,0,1
31,92,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
40,246,3,3,1,1,0,1,0,0,0,0,0,0,0,0,1
45,276,4,4,2,1,0,0,0,1,0,0,0,0,0,0,1
28,85,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1
38,186,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
49,264,6,6,4,1,0,0,0,0,1,0,0,0,0,0,1
45,272,2,2,2,1,0,0,0,1,0,0,0,0,0,0,1
33,195,3,3,2,1,1,0,0,0,0,0,0,0,0,0,1
35,159,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
35,147,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
41,221,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1
32,117,4,4,2,1,0,0,0,1,0,0,0,0,0,0,1
49,255,6,6,2,1,0,0,0,0,1,0,0,0,0,0,1
31,34,2,1,1,1,0,0,0,0,1,0,0,0,0,0,1
35,97,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
38,130,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1
49,264,6,6,4,1,0,0,0,0,1,0,0,0,0,0,1
44,295,3,3,3,1,0,1,0,0,0,0,0,0,0,0,1
39,108,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1
28,160,3,3,0,1,0,0,0,0,0,0,0,0,0,0,1
22,12,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1
33,147,3,3,2,1,0,0,1,0,0,0,0,0,0,0,1
42,181,4,4,1,1,0,0,0,0,1,0,0,0,0,0,1
41,234,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1
45,327,8,8,5,1,0,1,0,0,0,0,0,0,0,0,1
47,327,6,6,4,1,0,0,1,0,0,0,0,0,0,0,1
25,20,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
45,340,5,5,2,0,1,0,0,0,0,0,0,0,0,0,1
36,138,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1
39,222,2,2,0,1,0,0,1,0,0,0,0,0,0,0,1
46,299,3,3,2,0,0,0,1,0,0,0,0,0,0,0,1
47,265,2,2,1,1,0,0,0,0,1,0,0,0,0,0,1
49,293,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
27,7,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
25,55,2,2,2,1,0,0,1,0,0,0,0,0,0,0,1
49,272,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1
46,244,2,2,0,1,0,0,0,0,1,0,0,0,0,0,1
36,220,3,3,2,1,1,0,0,0,0,0,0,0,0,0,1
34,167,2,2,1,1,0,0,1,0,0,0,0,0,0,0,1
48,296,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
21,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
45,244,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1
28,25,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1
40,252,2,2,1,1,0,1,0,0,0,0,0,0,0,0,1
34,124,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1
47,236,4,4,3,1,0,0,0,0,1,0,0,0,0,0,1
38,176,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1
40,226,7,7,3,0,0,0,0,1,0,0,0,0,0,0,1
45,267,3,4,3,1,0,0,0,1,0,0,0,0,0,0,1
36,181,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
40,52,5,5,3,1,0,0,1,0,0,0,0,0,0,0,1
34,204,5,5,3,1,1,0,0,0,0,0,0,0,0,0,1
34,173,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1
29,169,4,4,2,1,1,0,0,0,0,0,0,0,0,0,1
41,153,5,5,1,1,0,0,1,0,0,0,0,0,0,0,1
41,231,3,3,2,0,0,0,0,1,0,0,0,0,0,0,1
49,418,5,5,2,0,0,0,0,0,0,0,0,0,0,0,1
21,38,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1
46,238,6,6,2,0,0,0,0,0,1,0,0,0,0,0,1
29,107,3,3,2,1,0,0,1,0,0,0,0,0,0,1,0
20,40,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
35,127,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0
47,256,7,7,6,1,0,0,0,0,1,0,0,0,0,1,0
41,202,9,8,5,1,0,0,0,1,0,0,0,0,0,1,0
25,36,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0
21,39,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
48,201,6,6,3,1,0,0,0,1,0,0,0,0,0,1,0
35,101,3,3,1,1,0,0,0,0,1,0,0,0,0,1,0
35,90,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
31,129,5,5,4,1,0,0,1,0,0,0,0,0,0,1,0
27,64,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
25,57,3,2,1,1,0,0,1,0,0,0,0,0,0,1,0
46,284,3,3,2,1,0,0,0,1,0,0,0,0,0,1,0
26,57,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0
31,49,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
49,344,6,6,2,1,0,0,1,0,0,0,0,0,0,1,0
25,35,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
31,51,3,3,1,1,0,0,0,0,1,0,0,0,0,1,0
43,229,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0
43,221,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
28,51,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0
35,156,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0
28,80,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
38,160,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0
22,39,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
32,164,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
25,11,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
31,88,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
28,95,3,3,3,1,0,0,1,0,0,0,0,0,0,1,0
48,263,5,5,3,1,0,0,0,0,1,0,0,0,0,1,0
47,222,5,5,2,1,0,0,0,0,1,0,0,0,0,1,0
25,40,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
28,75,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0
28,54,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0
31,134,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
37,202,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
28,52,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
26,23,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0
41,234,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0
36,135,4,4,1,1,0,0,0,0,1,0,0,0,0,1,0
45,266,4,4,1,1,0,0,0,1,0,0,0,0,0,1,0
24,42,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
24,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
