"age","monthsSinceM","pregnancies","children","sons","literacy","ageMarried_15_18","ageMarried_18_20","ageMarried_20_22","ageMarried_22_25","ageMarried_25_30","ageMarried_30_plus","region_10_20k","region_20k_plus","region_lisbon","region_lt10k","region_porto"
41,202,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0
39,84,3,3,1,1,0,0,0,0,1,0,0,0,0,1,0
37,222,3,3,3,1,0,1,0,0,0,0,0,0,0,1,0
42,212,3,3,1,1,0,0,0,0,1,0,0,0,0,1,0
43,260,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
44,242,3,3,3,1,0,0,0,1,0,0,0,0,0,1,0
42,207,4,4,1,1,0,0,0,1,0,0,0,0,0,1,0
44,257,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0
42,213,2,2,2,1,0,0,0,1,0,0,0,0,0,1,0
43,207,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0
23,55,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0
27,78,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
37,191,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
36,154,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0
31,118,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
27,61,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0
44,205,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
42,138,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
38,118,2,2,2,0,0,0,0,0,1,0,0,0,0,1,0
33,144,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
26,38,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
28,83,2,2,0,1,0,0,1,0,0,0,0,0,0,1,0
27,54,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
32,42,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
44,353,4,4,2,1,0,0,0,0,0,0,0,0,0,1,0
28,59,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
40,299,3,3,2,1,1,0,0,0,0,0,0,0,0,1,0
22,84,3,3,2,1,1,0,0,0,0,0,0,0,0,1,0
34,162,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
24,75,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0
32,146,3,3,2,1,0,0,1,0,0,0,0,0,0,1,0
28,168,5,5,4,1,0,0,0,0,0,0,0,0,0,1,0
34,135,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
30,97,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0
28,66,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
32,111,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0
28,126,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0
36,215,2,2,0,1,0,1,0,0,0,0,0,0,0,1,0
30,103,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
32,192,2,2,0,1,1,0,0,0,0,0,0,0,0,1,0
37,169,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0
27,73,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
24,124,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0
23,47,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0
30,39,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
35,197,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0
28,64,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
25,53,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
33,62,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
25,79,3,2,0,1,0,1,0,0,0,0,0,0,0,1,0
24,27,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
48,325,2,2,0,0,0,0,1,0,0,0,0,0,0,1,0
36,156,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
32,105,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0
34,174,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0
36,179,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
22,3,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
44,323,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
39,218,4,4,4,1,0,0,1,0,0,0,0,0,0,1,0
32,106,2,2,1,1,1,0,0,0,0,0,0,0,0,1,0
39,209,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
23,57,2,2,1,1,0,1,0,0,0,0,0,0,0,1,0
42,317,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
40,140,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
28,124,3,3,2,1,0,1,0,0,0,0,0,0,0,1,0
34,126,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0
45,246,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
24,27,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
49,317,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0
47,246,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
41,246,3,3,1,1,0,0,1,0,0,0,0,0,0,1,0
45,256,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
32,153,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0
43,311,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0
30,110,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
30,55,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
41,219,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
49,151,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
44,146,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0
23,35,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
18,38,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
22,57,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
34,99,2,2,2,1,0,0,0,0,1,0,0,1,0,0,0
33,112,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
23,61,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0
35,198,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0
35,194,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
46,293,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0
49,271,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
31,95,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0
31,55,2,1,1,1,0,0,0,0,1,0,0,1,0,0,0
48,224,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
38,190,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0
30,150,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0
24,38,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
28,51,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
21,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
44,308,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0
20,19,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
32,87,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
30,94,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
34,102,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0
26,71,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0
29,93,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
39,250,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0
28,56,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0
25,5,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
22,7,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
27,49,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
18,13,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
31,128,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0
27,51,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
34,132,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0
28,50,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0
37,215,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0
34,101,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
26,59,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
45,244,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0
32,114,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
34,170,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0
36,147,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0
28,113,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
26,104,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
31,85,1,2,2,1,0,0,0,1,0,0,0,1,0,0,0
37,186,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0
26,93,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0
29,92,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0
34,119,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
44,271,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0
29,45,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0
36,96,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
37,182,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0
32,94,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0
31,98,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
32,135,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0
31,139,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0
48,152,3,3,3,1,1,0,0,0,0,0,0,1,0,0,0
35,123,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
47,170,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
34,176,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0
31,85,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0
47,217,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0
36,92,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
39,101,4,4,3,1,0,0,0,0,0,1,1,0,0,0,0
39,159,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0
45,267,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0
45,260,3,3,2,1,0,0,0,1,0,0,1,0,0,0,0
48,325,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
30,155,3,3,2,1,1,0,0,0,0,0,1,0,0,0,0
40,186,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
42,153,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0
27,66,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
42,224,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
36,199,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0
38,162,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0
44,294,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0
32,185,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0
44,220,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0
47,305,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0
35,166,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
40,97,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
36,161,3,3,3,0,0,0,0,1,0,0,1,0,0,0,0
25,60,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
37,177,3,3,2,1,0,0,0,1,0,0,1,0,0,0,0
30,101,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0
40,198,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
37,145,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0
27,146,2,2,1,1,1,0,0,0,0,0,1,0,0,0,0
34,125,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0
26,42,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
31,78,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
46,233,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0
32,105,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0
35,171,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
32,114,2,2,2,1,0,0,0,1,0,0,1,0,0,0,0
35,200,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
22,86,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
42,144,3,3,0,1,0,0,0,0,0,1,1,0,0,0,0
43,256,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0
28,87,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0
39,203,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0
26,36,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
24,11,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
43,179,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
48,207,3,3,3,1,0,0,0,0,0,1,0,0,0,1,0
41,93,2,2,2,1,0,0,0,0,0,1,0,0,0,1,0
36,193,2,3,1,1,0,0,1,0,0,0,0,0,0,1,0
19,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0
27,43,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
40,267,2,2,0,1,0,1,0,0,0,0,0,0,0,1,0
49,218,2,2,1,1,0,0,0,0,0,1,0,0,0,1,0
38,106,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
32,27,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0
24,103,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0
41,270,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0
36,172,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0
46,245,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0
49,361,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0
45,287,4,4,1,1,0,0,1,0,0,0,0,1,0,0,0
35,220,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0
46,248,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0
35,132,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0
46,268,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0
44,180,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0
33,137,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0
36,135,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
30,149,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
41,220,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0
41,208,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0
37,189,3,3,1,1,0,0,1,0,0,0,0,1,0,0,0
34,197,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
23,29,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0
40,204,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0
21,42,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
33,173,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0
47,338,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
23,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
34,107,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0
38,158,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0
41,245,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0
33,128,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
47,290,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0
18,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
23,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
31,143,2,2,2,1,0,1,0,0,0,0,1,0,0,0,0
30,123,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0
43,99,2,2,2,1,0,0,0,0,0,1,1,0,0,0,0
35,150,4,4,2,1,0,0,0,1,0,0,1,0,0,0,0
37,221,2,2,2,0,0,1,0,0,0,0,1,0,0,0,0
27,116,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
18,21,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
26,59,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
36,170,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0
31,91,2,3,1,1,1,0,0,0,0,0,1,0,0,0,0
31,120,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
34,180,3,3,3,1,0,1,0,0,0,0,1,0,0,0,0
46,268,3,3,0,1,0,0,0,1,0,0,1,0,0,0,0
33,156,3,3,1,1,1,0,0,0,0,0,1,0,0,0,0
36,119,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0
43,152,3,3,1,1,0,0,0,0,0,1,1,0,0,0,0
37,119,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
36,228,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0
45,299,4,4,2,0,0,0,1,0,0,0,1,0,0,0,0
43,296,3,3,1,1,0,1,0,0,0,0,1,0,0,0,0
29,196,4,4,1,1,0,0,0,0,0,0,1,0,0,0,0
35,238,5,4,1,1,1,0,0,0,0,0,1,0,0,0,0
43,207,4,4,2,1,0,0,1,0,0,0,1,0,0,0,0
34,131,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0
21,19,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
47,353,4,4,3,1,0,1,0,0,0,0,1,0,0,0,0
21,7,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
27,45,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0
39,197,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
34,184,3,3,3,1,0,1,0,0,0,0,1,0,0,0,0
43,249,3,3,3,1,0,0,0,1,0,0,1,0,0,0,0
36,205,2,2,1,1,0,1,0,0,0,0,1,0,0,0,0
34,167,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0
29,18,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
24,42,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
44,242,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
39,224,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
32,179,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0
29,114,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
38,120,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
48,101,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
43,271,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
41,213,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0
39,237,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0
41,221,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0
36,159,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0
23,50,4,4,1,1,0,1,0,0,0,0,0,1,0,0,0
28,51,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
29,127,2,2,1,1,0,1,0,0,0,0,1,0,0,0,0
40,224,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0
40,188,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0
33,117,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
37,124,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0
32,53,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
39,158,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0
37,245,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
24,44,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
36,184,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0
26,33,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
45,130,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0
34,151,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0
37,156,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0
40,145,2,2,0,1,0,0,0,0,1,0,0,1,0,0,0
24,8,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
42,165,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0
29,141,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
31,108,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0
21,31,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
30,90,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
22,20,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
25,83,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0
40,220,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0
28,80,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0
29,116,1,2,2,1,0,1,0,0,0,0,0,1,0,0,0
29,54,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0
25,73,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
28,94,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0
40,102,2,2,2,1,0,0,0,0,1,0,0,1,0,0,0
47,325,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0
32,120,2,3,1,1,0,0,0,1,0,0,0,1,0,0,0
34,56,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0
41,159,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0
35,151,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0
32,118,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
18,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
40,244,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0
22,54,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
35,153,3,3,1,0,0,0,0,1,0,0,0,1,0,0,0
22,75,3,3,1,1,1,0,0,0,0,0,0,1,0,0,0
40,279,5,5,0,1,1,0,0,0,0,0,0,1,0,0,0
27,60,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
33,170,2,2,1,1,0,1,0,0,0,0,0,1,0,0,0
47,339,3,3,2,0,0,1,0,0,0,0,0,1,0,0,0
36,151,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
26,81,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
32,155,2,2,2,1,0,1,0,0,0,0,0,1,0,0,0
44,305,3,3,2,0,0,1,0,0,0,0,0,1,0,0,0
42,22,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
48,281,2,2,1,0,0,0,0,1,0,0,0,1,0,0,0
40,161,2,2,2,1,0,0,0,0,1,0,0,1,0,0,0
44,276,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0
37,138,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0
36,176,2,2,1,1,0,0,0,1,0,0,0,1,0,0,0
39,63,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0
49,360,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
28,57,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
35,199,2,2,0,1,0,1,0,0,0,0,0,1,0,0,0
40,245,2,2,2,1,0,0,1,0,0,0,0,1,0,0,0
29,63,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0
44,116,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
45,294,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
38,220,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
23,10,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
28,53,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0
45,307,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
47,284,3,3,2,1,0,0,0,1,0,0,0,1,0,0,0
23,51,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0
38,255,2,2,2,1,1,0,0,0,0,0,0,1,0,0,0
23,58,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0
46,276,2,2,0,1,0,0,0,1,0,0,0,1,0,0,0
45,341,2,2,1,1,1,0,0,0,0,0,0,1,0,0,0
43,196,2,2,2,0,1,0,0,0,0,0,0,1,0,0,0
42,64,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
35,99,2,2,0,1,1,0,0,0,0,0,0,1,0,0,0
46,330,2,2,2,0,0,1,0,0,0,0,0,1,0,0,0
26,61,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0
33,155,2,2,2,1,0,0,1,0,0,0,1,0,0,0,0
39,234,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
38,203,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0
22,27,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
41,241,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
45,256,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0
39,164,3,3,3,1,0,0,0,0,1,0,1,0,0,0,0
38,178,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
32,112,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0
39,210,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0
36,125,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
19,13,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0
25,36,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0
40,193,3,3,3,1,0,0,0,1,0,0,1,0,0,0,0
47,208,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0
37,71,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
31,82,2,2,0,1,0,0,0,1,0,0,1,0,0,0,0
46,206,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0
31,99,2,2,1,1,0,0,0,1,0,0,1,0,0,0,0
40,153,4,4,4,1,0,1,0,0,0,0,1,0,0,0,0
47,67,2,2,1,1,0,1,0,0,0,0,1,0,0,0,0
40,159,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0
39,97,3,3,3,1,0,0,0,0,0,1,1,0,0,0,0
28,83,2,2,1,1,0,0,1,0,0,0,1,0,0,0,0
44,249,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0
37,139,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0
39,286,3,3,2,1,1,0,0,0,0,0,1,0,0,0,0
34,173,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0
48,41,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
30,37,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
26,61,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
24,29,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
43,287,7,7,4,0,0,1,0,0,0,0,0,0,0,1,0
25,51,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
35,141,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0
27,82,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
31,131,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0
35,90,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0
29,140,2,2,2,1,1,0,0,0,0,0,0,0,0,1,0
29,106,3,3,2,1,0,0,1,0,0,0,0,0,0,1,0
37,182,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0
34,155,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0
27,61,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
41,222,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0
45,197,2,2,1,1,0,0,0,0,1,0,0,0,0,1,0
30,111,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0
43,214,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
39,32,2,1,1,1,0,0,0,0,0,1,0,0,0,1,0
31,78,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0
27,61,3,3,1,1,0,0,0,1,0,0,0,0,0,1,0
35,151,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0
33,115,2,1,1,1,0,0,0,1,0,0,0,0,0,1,0
30,118,2,2,1,1,0,0,1,0,0,0,0,0,0,1,0
32,125,3,3,1,1,0,0,0,1,0,0,0,0,0,1,0
29,80,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0
46,239,3,3,2,1,0,0,0,0,1,0,0,0,0,1,0
32,88,3,3,0,1,0,0,0,1,0,0,0,0,0,1,0
38,111,2,2,0,1,0,0,0,0,1,0,0,0,0,1,0
